2018-04-11 10:30:19,380 INFO [test_manufacturer.py:23]  start test manufacturer
2018-04-11 10:30:19,607 INFO [dataConnect.py:78]  select CLASS_ID from bmp_attribclass where CLASS_LEVEL='0' and 1=1
2018-04-11 10:30:19,638 INFO [dataConnect.py:78]  select CLASS_ID from bmp_class2class where parent_id='11432' and 1=1
2018-04-11 10:30:19,658 INFO [test_manufacturer.py:117]  上一查询结果 11433,11434,11435,11436,11437,11438,11439,100105,100114
2018-04-11 10:30:19,658 INFO [dataConnect.py:78]  select CLASS_ID from bmp_attribclass where CLASS_LEVEL='1' and CLASS_ID in (11433,11434,11435,11436,11437,11438,11439,100105,100114) and 1=1
2018-04-11 10:30:19,674 INFO [dataConnect.py:78]  select DISTINCT MAN_NAME from bmp_manufacturers where 1=1
2018-04-11 10:30:19,703 INFO [dataConnect.py:78]  select count(1) from bmp_attribclass where CLASS_LEVEL='0' and 1=1
2018-04-11 10:30:19,704 INFO [dataConnect.py:78]  select count(1) from bmp_class2class where parent_id='11432' and 1=1
2018-04-11 10:30:19,706 INFO [dataConnect.py:78]  select count(1) from bmp_attribclass where CLASS_LEVEL='1' and CLASS_ID in (11433,11434,11435,11436,11437,11438,11439,100105,100114) and 1=1
2018-04-11 10:30:19,708 INFO [dataConnect.py:78]  select count(1) from bmp_manufacturers where 1=1
2018-04-11 10:30:19,710 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\bmpObjQuery.xml
2018-04-11 10:30:19,711 INFO [parse_xml.py:104]  匹配正则: <Attribroot>(.*?)</Attribroot>
2018-04-11 10:30:19,712 INFO [parse_xml.py:47]  获取参数：['<!--取所有一级attribute，level=0--><SqlQuery><Conditions><SC><SLT>0</SLT><PN>A.CLASS_LEVEL</PN><PV>0</PV><SRT>0</SRT><SPT>0</SPT></SC></Conditions><KeyId>A.CLASS_ID</KeyId><QueryTable><TableName>bmp_attribclass</TableName><AliasName>A</AliasName></QueryTable><ResultFields>A.CLASS_ID,A.CLASS_NAME</ResultFields></SqlQuery>']
2018-04-11 10:30:50,267 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\result.xml
2018-04-11 10:30:50,268 INFO [parse_xml.py:60]  parse xml get total:16
2018-04-11 10:30:50,268 INFO [test_manufacturer.py:138]  mysql_total_attrroot 16
2018-04-11 10:30:50,268 INFO [test_manufacturer.py:139]  mysql_attr_root [11432, 11504, 11512, 11520, 11696, 11704, 11774, 11782, 11798, 100572, 100580, 100796, 100820, 100868, 100900, 101023]
2018-04-11 10:30:50,268 INFO [test_manufacturer.py:140]  xml_attr_root %s
2018-04-11 10:32:14,417 INFO [test_manufacturer.py:23]  start test manufacturer
2018-04-11 10:32:14,525 INFO [dataConnect.py:78]  select CLASS_ID from bmp_attribclass where CLASS_LEVEL='0' and 1=1
2018-04-11 10:32:14,576 INFO [dataConnect.py:78]  select CLASS_ID from bmp_class2class where parent_id='11432' and 1=1
2018-04-11 10:32:14,604 INFO [test_manufacturer.py:117]  上一查询结果 11433,11434,11435,11436,11437,11438,11439,100105,100114
2018-04-11 10:32:14,604 INFO [dataConnect.py:78]  select CLASS_ID from bmp_attribclass where CLASS_LEVEL='1' and CLASS_ID in (11433,11434,11435,11436,11437,11438,11439,100105,100114) and 1=1
2018-04-11 10:32:14,616 INFO [dataConnect.py:78]  select DISTINCT MAN_NAME from bmp_manufacturers where 1=1
2018-04-11 10:32:14,657 INFO [dataConnect.py:78]  select count(1) from bmp_attribclass where CLASS_LEVEL='0' and 1=1
2018-04-11 10:32:14,659 INFO [dataConnect.py:78]  select count(1) from bmp_class2class where parent_id='11432' and 1=1
2018-04-11 10:32:14,661 INFO [dataConnect.py:78]  select count(1) from bmp_attribclass where CLASS_LEVEL='1' and CLASS_ID in (11433,11434,11435,11436,11437,11438,11439,100105,100114) and 1=1
2018-04-11 10:32:14,662 INFO [dataConnect.py:78]  select count(1) from bmp_manufacturers where 1=1
2018-04-11 10:32:14,664 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\bmpObjQuery.xml
2018-04-11 10:32:14,665 INFO [parse_xml.py:104]  匹配正则: <Attribroot>(.*?)</Attribroot>
2018-04-11 10:32:14,665 INFO [parse_xml.py:47]  获取参数：['<!--取所有一级attribute，level=0--><SqlQuery><Conditions><SC><SLT>0</SLT><PN>A.CLASS_LEVEL</PN><PV>0</PV><SRT>0</SRT><SPT>0</SPT></SC></Conditions><KeyId>A.CLASS_ID</KeyId><QueryTable><TableName>bmp_attribclass</TableName><AliasName>A</AliasName></QueryTable><ResultFields>A.CLASS_ID,A.CLASS_NAME</ResultFields></SqlQuery>']
2018-04-11 10:32:14,679 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\result.xml
2018-04-11 10:32:14,679 INFO [parse_xml.py:60]  parse xml get total:16
2018-04-11 10:32:14,680 INFO [test_manufacturer.py:138]  mysql_total_attrroot 16
2018-04-11 10:32:14,680 INFO [test_manufacturer.py:139]  mysql_attr_root [11432, 11504, 11512, 11520, 11696, 11704, 11774, 11782, 11798, 100572, 100580, 100796, 100820, 100868, 100900, 101023]
2018-04-11 10:32:14,680 INFO [test_manufacturer.py:140]  xml_attr_root %s
2018-04-11 10:33:11,278 INFO [test_manufacturer.py:23]  start test manufacturer
2018-04-11 10:33:11,408 INFO [dataConnect.py:78]  select CLASS_ID from bmp_attribclass where CLASS_LEVEL='0' and 1=1
2018-04-11 10:33:11,538 INFO [dataConnect.py:78]  select CLASS_ID from bmp_class2class where parent_id='11432' and 1=1
2018-04-11 10:33:11,644 INFO [test_manufacturer.py:117]  上一查询结果 11433,11434,11435,11436,11437,11438,11439,100105,100114
2018-04-11 10:33:11,644 INFO [dataConnect.py:78]  select CLASS_ID from bmp_attribclass where CLASS_ID in (11433,11434,11435,11436,11437,11438,11439,100105,100114) and CLASS_LEVEL='1' and 1=1
2018-04-11 10:33:11,647 INFO [dataConnect.py:78]  select DISTINCT MAN_NAME from bmp_manufacturers where 1=1
2018-04-11 10:33:11,650 INFO [dataConnect.py:78]  select count(1) from bmp_attribclass where CLASS_LEVEL='0' and 1=1
2018-04-11 10:33:11,651 INFO [dataConnect.py:78]  select count(1) from bmp_class2class where parent_id='11432' and 1=1
2018-04-11 10:33:11,653 INFO [dataConnect.py:78]  select count(1) from bmp_attribclass where CLASS_ID in (11433,11434,11435,11436,11437,11438,11439,100105,100114) and CLASS_LEVEL='1' and 1=1
2018-04-11 10:33:11,655 INFO [dataConnect.py:78]  select count(1) from bmp_manufacturers where 1=1
2018-04-11 10:33:11,656 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\bmpObjQuery.xml
2018-04-11 10:33:11,657 INFO [parse_xml.py:104]  匹配正则: <Attribroot>(.*?)</Attribroot>
2018-04-11 10:33:11,658 INFO [parse_xml.py:47]  获取参数：['<!--取所有一级attribute，level=0--><SqlQuery><Conditions><SC><SLT>0</SLT><PN>A.CLASS_LEVEL</PN><PV>0</PV><SRT>0</SRT><SPT>0</SPT></SC></Conditions><KeyId>A.CLASS_ID</KeyId><QueryTable><TableName>bmp_attribclass</TableName><AliasName>A</AliasName></QueryTable><ResultFields>A.CLASS_ID,A.CLASS_NAME</ResultFields></SqlQuery>']
2018-04-11 10:33:11,673 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\result.xml
2018-04-11 10:33:11,673 INFO [parse_xml.py:60]  parse xml get total:16
2018-04-11 10:33:11,674 INFO [test_manufacturer.py:138]  mysql_total_attrroot 16
2018-04-11 10:33:11,674 INFO [test_manufacturer.py:139]  mysql_attr_root [11432, 11504, 11512, 11520, 11696, 11704, 11774, 11782, 11798, 100572, 100580, 100796, 100820, 100868, 100900, 101023]
2018-04-11 10:33:11,674 INFO [test_manufacturer.py:140]  xml_attr_root %s
2018-04-11 10:33:36,189 INFO [test_manufacturer.py:23]  start test manufacturer
2018-04-11 10:33:36,335 INFO [dataConnect.py:78]  select CLASS_ID from bmp_attribclass where CLASS_LEVEL='0' and 1=1
2018-04-11 10:33:36,337 INFO [dataConnect.py:78]  select CLASS_ID from bmp_class2class where parent_id='11432' and 1=1
2018-04-11 10:33:36,362 INFO [test_manufacturer.py:117]  上一查询结果 11433,11434,11435,11436,11437,11438,11439,100105,100114
2018-04-11 10:33:36,362 INFO [dataConnect.py:78]  select CLASS_ID from bmp_attribclass where CLASS_LEVEL='1' and CLASS_ID in (11433,11434,11435,11436,11437,11438,11439,100105,100114) and 1=1
2018-04-11 10:33:36,364 INFO [dataConnect.py:78]  select DISTINCT MAN_NAME from bmp_manufacturers where 1=1
2018-04-11 10:33:36,366 INFO [dataConnect.py:78]  select count(1) from bmp_attribclass where CLASS_LEVEL='0' and 1=1
2018-04-11 10:33:36,367 INFO [dataConnect.py:78]  select count(1) from bmp_class2class where parent_id='11432' and 1=1
2018-04-11 10:33:36,369 INFO [dataConnect.py:78]  select count(1) from bmp_attribclass where CLASS_LEVEL='1' and CLASS_ID in (11433,11434,11435,11436,11437,11438,11439,100105,100114) and 1=1
2018-04-11 10:33:36,371 INFO [dataConnect.py:78]  select count(1) from bmp_manufacturers where 1=1
2018-04-11 10:33:36,372 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\bmpObjQuery.xml
2018-04-11 10:33:36,373 INFO [parse_xml.py:104]  匹配正则: <Attribroot>(.*?)</Attribroot>
2018-04-11 10:33:36,374 INFO [parse_xml.py:47]  获取参数：['<!--取所有一级attribute，level=0--><SqlQuery><Conditions><SC><SLT>0</SLT><PN>A.CLASS_LEVEL</PN><PV>0</PV><SRT>0</SRT><SPT>0</SPT></SC></Conditions><KeyId>A.CLASS_ID</KeyId><QueryTable><TableName>bmp_attribclass</TableName><AliasName>A</AliasName></QueryTable><ResultFields>A.CLASS_ID,A.CLASS_NAME</ResultFields></SqlQuery>']
2018-04-11 10:33:36,400 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\result.xml
2018-04-11 10:33:36,401 INFO [parse_xml.py:60]  parse xml get total:16
2018-04-11 10:33:36,401 INFO [test_manufacturer.py:138]  mysql_total_attrroot 16
2018-04-11 10:33:36,401 INFO [test_manufacturer.py:139]  mysql_attr_root [11432, 11504, 11512, 11520, 11696, 11704, 11774, 11782, 11798, 100572, 100580, 100796, 100820, 100868, 100900, 101023]
2018-04-11 10:33:36,401 INFO [test_manufacturer.py:140]  xml_attr_root ['11432', '11504', '11512', '11520', '11696', '11704', '11774', '11782', '11798', '100572', '100580', '100796', '100820', '100868', '100900', '101023']
2018-04-11 10:35:10,621 INFO [test_manufacturer.py:23]  start test manufacturer
2018-04-11 10:35:10,738 INFO [dataConnect.py:78]  select CLASS_ID from bmp_attribclass where CLASS_LEVEL='0' and 1=1
2018-04-11 10:35:10,740 INFO [dataConnect.py:78]  select CLASS_ID from bmp_class2class where parent_id='11432' and 1=1
2018-04-11 10:35:10,742 INFO [test_manufacturer.py:117]  上一查询结果 11433,11434,11435,11436,11437,11438,11439,100105,100114
2018-04-11 10:35:10,742 INFO [dataConnect.py:78]  select CLASS_ID from bmp_attribclass where CLASS_LEVEL='1' and CLASS_ID in (11433,11434,11435,11436,11437,11438,11439,100105,100114) and 1=1
2018-04-11 10:35:10,744 INFO [dataConnect.py:78]  select DISTINCT MAN_NAME from bmp_manufacturers where 1=1
2018-04-11 10:35:10,747 INFO [dataConnect.py:78]  select count(1) from bmp_attribclass where CLASS_LEVEL='0' and 1=1
2018-04-11 10:35:10,749 INFO [dataConnect.py:78]  select count(1) from bmp_class2class where parent_id='11432' and 1=1
2018-04-11 10:35:10,751 INFO [dataConnect.py:78]  select count(1) from bmp_attribclass where CLASS_LEVEL='1' and CLASS_ID in (11433,11434,11435,11436,11437,11438,11439,100105,100114) and 1=1
2018-04-11 10:35:10,753 INFO [dataConnect.py:78]  select count(1) from bmp_manufacturers where 1=1
2018-04-11 10:35:10,755 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\bmpObjQuery.xml
2018-04-11 10:35:10,756 INFO [parse_xml.py:104]  匹配正则: <Attribroot>(.*?)</Attribroot>
2018-04-11 10:35:10,757 INFO [parse_xml.py:47]  获取参数：['<!--取所有一级attribute，level=0--><SqlQuery><Conditions><SC><SLT>0</SLT><PN>A.CLASS_LEVEL</PN><PV>0</PV><SRT>0</SRT><SPT>0</SPT></SC></Conditions><KeyId>A.CLASS_ID</KeyId><QueryTable><TableName>bmp_attribclass</TableName><AliasName>A</AliasName></QueryTable><ResultFields>A.CLASS_ID,A.CLASS_NAME</ResultFields></SqlQuery>']
2018-04-11 10:35:10,780 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\result.xml
2018-04-11 10:35:10,780 INFO [parse_xml.py:60]  parse xml get total:16
2018-04-11 10:35:10,780 INFO [test_manufacturer.py:139]  mysql_total_attrroot 16
2018-04-11 10:35:10,780 INFO [test_manufacturer.py:140]  mysql_attr_root [11432, 11504, 11512, 11520, 11696, 11704, 11774, 11782, 11798, 100572, 100580, 100796, 100820, 100868, 100900, 101023]
2018-04-11 10:35:10,780 INFO [test_manufacturer.py:141]  xml_attr_root [11432, 11504, 11512, 11520, 11696, 11704, 11774, 11782, 11798, 100572, 100580, 100796, 100820, 100868, 100900, 101023]
2018-04-11 10:35:10,781 INFO [parse_xml.py:104]  匹配正则: <Attribchildnode>(.*?)</Attribchildnode>
2018-04-11 10:35:10,781 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><Conditions><SC><SLT>0</SLT><PN>A.PARENT_ID</PN><PV>11432</PV><SRT>7</SRT><SPT>0</SPT></SC></Conditions><KeyId>A.CLASS_ID</KeyId><QueryTable><TableName>bmp_class2class</TableName><AliasName>A</AliasName></QueryTable><ResultFields>A.CLASS_ID</ResultFields></SqlQuery>']
2018-04-11 10:35:10,818 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\result.xml
2018-04-11 10:35:10,819 INFO [parse_xml.py:60]  parse xml get total:9
2018-04-11 10:35:10,819 INFO [test_manufacturer.py:155]  mysql total 9
2018-04-11 10:35:10,819 INFO [test_manufacturer.py:156]  mysql_id 11433,11434,11435,11436,11437,11438,11439,100105,100114
2018-04-11 10:35:10,819 INFO [test_manufacturer.py:157]  xml_id 11433,11434,11435,11436,11437,11438,11439,100105,100114
2018-04-11 10:35:10,820 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\bmpObjQuery.xml
2018-04-11 10:35:10,823 INFO [parse_xml.py:104]  匹配正则: <Attriblevle1>(.*?)</Attriblevle1>
2018-04-11 10:35:10,825 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><Conditions><SC><SLT>0</SLT><PN>A.CLASS_ID</PN><PV>11433,11434,11435,11436,11437,11438,11439,100105,100114</PV><SRT>7</SRT><SPT>0</SPT></SC><SC><SLT>0</SLT><PN>A.CLASS_LEVEL</PN><PV>1</PV><SRT>0</SRT><SPT>0</SPT></SC></Conditions><KeyId>A.CLASS_ID</KeyId><QueryTable><TableName>bmp_attribclass</TableName><AliasName>A</AliasName></QueryTable><ResultFields>A.CLASS_ID,A.CLASS_NAME</ResultFields></SqlQuery>']
2018-04-11 10:35:10,851 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\result.xml
2018-04-11 10:35:10,851 INFO [parse_xml.py:60]  parse xml get total:2
2018-04-11 10:35:10,851 INFO [test_manufacturer.py:172]  mysql total 2
2018-04-11 10:35:10,852 INFO [test_manufacturer.py:173]  mysql_attr_list [100105, 100114]
2018-04-11 10:35:10,852 INFO [test_manufacturer.py:174]  xml_attr_list [100105, 100114]
2018-04-11 10:35:10,852 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\bmpObjQuery.xml
2018-04-11 10:35:10,853 INFO [parse_xml.py:104]  匹配正则: <Manuname>(.*?)</Manuname>
2018-04-11 10:35:10,854 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><Conditions /><KeyId>M.MAN_ID</KeyId><QueryTable><TableName>bmp_manufacturers</TableName><AliasName>M</AliasName></QueryTable><ResultFields>DISTINCT M.MAN_NAME</ResultFields></SqlQuery>']
2018-04-11 10:35:10,887 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\result.xml
2018-04-11 10:35:10,888 INFO [parse_xml.py:60]  parse xml get total:50
2018-04-11 10:35:10,888 INFO [test_manufacturer.py:188]  mysql_manuname_total 50
2018-04-11 10:35:10,888 INFO [test_manufacturer.py:189]  mysql_manuname ['腾博', '数码视讯', '戴尔', '安信华', '天融信', '网神', '启明星辰', '绿盟', '联想', '微软', 'IBM', '中兴', 'H3C', 'test']
2018-04-11 10:35:10,888 INFO [test_manufacturer.py:190]  xml_manuname ['腾博', '数码视讯', '戴尔', '安信华', '天融信', '网神', '启明星辰', '绿盟', '联想', '微软', 'IBM', '中兴', 'H3C', 'test']
2018-04-11 10:36:28,623 INFO [test_manufacturer.py:23]  start test manufacturer
2018-04-11 10:36:28,735 INFO [dataConnect.py:78]  select CLASS_ID from bmp_attribclass where CLASS_LEVEL='0' and 1=1
2018-04-11 10:36:28,757 INFO [dataConnect.py:78]  select CLASS_ID from bmp_class2class where parent_id='11432' and 1=1
2018-04-11 10:36:28,768 INFO [test_manufacturer.py:117]  上一查询结果 11433,11434,11435,11436,11437,11438,11439,100105,100114
2018-04-11 10:36:28,768 INFO [dataConnect.py:78]  select CLASS_ID from bmp_attribclass where CLASS_ID in (11433,11434,11435,11436,11437,11438,11439,100105,100114) and CLASS_LEVEL='1' and 1=1
2018-04-11 10:36:28,780 INFO [dataConnect.py:78]  select DISTINCT MAN_NAME from bmp_manufacturers where 1=1
2018-04-11 10:36:28,789 INFO [dataConnect.py:78]  select count(1) from bmp_attribclass where CLASS_LEVEL='0' and 1=1
2018-04-11 10:36:28,790 INFO [dataConnect.py:78]  select count(1) from bmp_class2class where parent_id='11432' and 1=1
2018-04-11 10:36:28,792 INFO [dataConnect.py:78]  select count(1) from bmp_attribclass where CLASS_ID in (11433,11434,11435,11436,11437,11438,11439,100105,100114) and CLASS_LEVEL='1' and 1=1
2018-04-11 10:36:28,804 INFO [dataConnect.py:78]  select count(1) from bmp_manufacturers where 1=1
2018-04-11 10:36:28,804 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\bmpObjQuery.xml
2018-04-11 10:36:28,805 INFO [parse_xml.py:104]  匹配正则: <Attribroot>(.*?)</Attribroot>
2018-04-11 10:36:28,806 INFO [parse_xml.py:47]  获取参数：['<!--取所有一级attribute，level=0--><SqlQuery><Conditions><SC><SLT>0</SLT><PN>A.CLASS_LEVEL</PN><PV>0</PV><SRT>0</SRT><SPT>0</SPT></SC></Conditions><KeyId>A.CLASS_ID</KeyId><QueryTable><TableName>bmp_attribclass</TableName><AliasName>A</AliasName></QueryTable><ResultFields>A.CLASS_ID,A.CLASS_NAME</ResultFields></SqlQuery>']
2018-04-11 10:36:28,820 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\result.xml
2018-04-11 10:36:28,821 INFO [parse_xml.py:60]  parse xml get total:16
2018-04-11 10:36:28,821 INFO [test_manufacturer.py:139]  mysql_total_attrroot 16
2018-04-11 10:36:28,821 INFO [test_manufacturer.py:140]  mysql_attr_root [11432, 11504, 11512, 11520, 11696, 11704, 11774, 11782, 11798, 100572, 100580, 100796, 100820, 100868, 100900, 101023]
2018-04-11 10:36:28,821 INFO [test_manufacturer.py:141]  xml_attr_root [11432, 11504, 11512, 11520, 11696, 11704, 11774, 11782, 11798, 100572, 100580, 100796, 100820, 100868, 100900, 101023]
2018-04-11 10:36:28,821 INFO [parse_xml.py:104]  匹配正则: <Attribchildnode>(.*?)</Attribchildnode>
2018-04-11 10:36:28,822 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><Conditions><SC><SLT>0</SLT><PN>A.PARENT_ID</PN><PV>11432</PV><SRT>7</SRT><SPT>0</SPT></SC></Conditions><KeyId>A.CLASS_ID</KeyId><QueryTable><TableName>bmp_class2class</TableName><AliasName>A</AliasName></QueryTable><ResultFields>A.CLASS_ID</ResultFields></SqlQuery>']
2018-04-11 10:36:28,836 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\result.xml
2018-04-11 10:36:28,836 INFO [parse_xml.py:60]  parse xml get total:9
2018-04-11 10:36:28,836 INFO [test_manufacturer.py:154]  mysql total 9
2018-04-11 10:36:28,836 INFO [test_manufacturer.py:155]  mysql_id 11433,11434,11435,11436,11437,11438,11439,100105,100114
2018-04-11 10:36:28,836 INFO [test_manufacturer.py:156]  xml_id 11433,11434,11435,11436,11437,11438,11439,100105,100114
2018-04-11 10:36:28,836 INFO [parse_xml.py:104]  匹配正则: <Attriblevle1>(.*?)</Attriblevle1>
2018-04-11 10:36:28,836 INFO [parse_xml.py:47]  获取参数：['<SqlQuery><Conditions><SC><SLT>0</SLT><PN>A.CLASS_ID</PN><PV>11433,11434,11435,11436,11437,11438,11439,100105,100114</PV><SRT>7</SRT><SPT>0</SPT></SC><SC><SLT>0</SLT><PN>A.CLASS_LEVEL</PN><PV>1</PV><SRT>0</SRT><SPT>0</SPT></SC></Conditions><KeyId>A.CLASS_ID</KeyId><QueryTable><TableName>bmp_attribclass</TableName><AliasName>A</AliasName></QueryTable><ResultFields>A.CLASS_ID,A.CLASS_NAME</ResultFields></SqlQuery>']
2018-04-11 10:36:28,867 INFO [parse_xml.py:22]  解析参数文件: F:\study\interface\data\result.xml
2018-04-11 10:36:28,868 INFO [parse_xml.py:60]  parse xml get total:2
2018-04-11 10:36:28,868 INFO [test_manufacturer.py:170]  mysql total 2
2018-04-11 10:36:28,868 INFO [test_manufacturer.py:171]  mysql_attr_list [100105, 100114]
2018-04-11 10:36:28,868 INFO [test_manufacturer.py:172]  xml_attr_list [100105, 100114]
2018-04-11 10:36:28,868 INFO [parse_xml.py:104]  匹配正则: <Manuname>(.*?)</Manuname>
